Doctor_Name,Specialization,Available_Timings,Available_Date,Hospital_Name,Location,Department_Size,Patient_Influx,Doctor_Ratio,Doctor_Availability
Dr. Ravi Kumar,Dermatology,9,21-08-2049,Govt Health Center,Mumbai,84,273,1.71,1
Dr. Swati Desai,Cardiology,15,22-08-2049,City Hospital,New Delhi,85,72,0.64,0
Dr. Swati Desai,Dermatology,12,23-08-2049,Govt Health Center,Chennai,11,493,1.54,0
Dr. Anil Mehra,Dermatology,10,24-08-2049,Govt Health Center,Mumbai,63,492,1.72,0
Dr. Swati Desai,Orthopedics,17,25-08-2049,City Hospital,Kolkata,27,441,0.56,0
Dr. Anil Mehra,Orthopedics,14,26-08-2049,Govt Health Center,Chennai,63,241,0.95,0
Dr. Ravi Kumar,Orthopedics,9,27-08-2049,Metro Hospital,Chennai,47,276,0.99,0
Dr. Ravi Kumar,Pediatrics,12,28-08-2049,City Hospital,Mumbai,82,103,1.78,1
Dr. Ravi Kumar,Pediatrics,15,29-08-2049,City Hospital,Mumbai,24,141,1.67,1
Dr. Rohit Verma,Dermatology,8,30-08-2049,City Hospital,New Delhi,73,64,1.48,1
Dr. Anil Mehra,Dermatology,8,31-08-2049,City Hospital,Kolkata,17,357,1.71,0
Dr. Ravi Kumar,Cardiology,10,01-09-2049,Metro Hospital,New Delhi,55,228,1.18,1
Dr. Anil Mehra,Dermatology,10,02-09-2049,City Hospital,New Delhi,48,53,1.81,1
Dr. Swati Desai,Dermatology,14,03-09-2049,Metro Hospital,Kolkata,61,467,0.85,0
Dr. Swati Desai,Orthopedics,13,04-09-2049,City Hospital,Mumbai,17,150,1.56,1
Dr. Ravi Kumar,Orthopedics,14,05-09-2049,City Hospital,New Delhi,59,457,0.86,0
Dr. Anil Mehra,Orthopedics,11,06-09-2049,Govt Health Center,Chennai,59,454,0.56,0
Dr. Ravi Kumar,Orthopedics,9,07-09-2049,Govt Health Center,New Delhi,92,179,0.93,0
Dr. Swati Desai,Orthopedics,9,08-09-2049,Metro Hospital,Kolkata,77,56,1.24,1
Dr. Ravi Kumar,Cardiology,17,09-09-2049,Govt Health Center,New Delhi,36,233,1.77,1
Dr. Anil Mehra,Cardiology,8,10-09-2049,City Hospital,New Delhi,86,380,1.26,0
Dr. Swati Desai,Cardiology,16,11-09-2049,Metro Hospital,Chennai,47,381,0.77,0
Dr. Rohit Verma,Orthopedics,14,12-09-2049,Govt Health Center,Kolkata,30,84,1.99,1
Dr. Swati Desai,Pediatrics,17,13-09-2049,City Hospital,Chennai,99,281,0.91,0
Dr. Rohit Verma,Orthopedics,10,14-09-2049,Govt Health Center,Mumbai,54,203,1.98,1
Dr. Ravi Kumar,Orthopedics,9,15-09-2049,Govt Health Center,Kolkata,67,451,1.9,0
Dr. Ravi Kumar,Cardiology,10,16-09-2049,Govt Health Center,New Delhi,32,113,1.31,1
Dr. Anil Mehra,Orthopedics,14,17-09-2049,Govt Health Center,Chennai,63,296,0.64,0
Dr. Rohit Verma,Cardiology,12,18-09-2049,City Hospital,Chennai,39,427,1.54,0
Dr. Ravi Kumar,Orthopedics,10,19-09-2049,Govt Health Center,Kolkata,25,105,1.77,1
Dr. Rohit Verma,Dermatology,16,20-09-2049,Metro Hospital,Chennai,61,278,1.17,1
Dr. Ravi Kumar,Pediatrics,9,21-09-2049,Metro Hospital,Kolkata,50,360,0.86,0
Dr. Swati Desai,Pediatrics,14,22-09-2049,Govt Health Center,Mumbai,80,445,1.7,0
Dr. Ravi Kumar,Cardiology,17,23-09-2049,Metro Hospital,Kolkata,90,302,1.32,0
Dr. Anil Mehra,Dermatology,13,24-09-2049,Govt Health Center,Kolkata,33,342,0.8,0
Dr. Swati Desai,Pediatrics,13,25-09-2049,City Hospital,Mumbai,29,101,1.92,1
Dr. Anil Mehra,Cardiology,14,26-09-2049,City Hospital,Mumbai,36,452,1.92,0
Dr. Swati Desai,Orthopedics,13,27-09-2049,Metro Hospital,New Delhi,11,64,1.05,1
Dr. Rohit Verma,Orthopedics,9,28-09-2049,Metro Hospital,Chennai,69,432,0.6,0
Dr. Anil Mehra,Dermatology,12,29-09-2049,Govt Health Center,Mumbai,60,391,1.45,0
Dr. Ravi Kumar,Pediatrics,10,30-09-2049,Govt Health Center,Mumbai,10,389,0.98,0
Dr. Rohit Verma,Orthopedics,16,01-10-2049,Govt Health Center,Chennai,15,412,0.6,0
Dr. Ravi Kumar,Cardiology,15,02-10-2049,City Hospital,Chennai,47,229,1.84,1
Dr. Swati Desai,Orthopedics,17,03-10-2049,Govt Health Center,New Delhi,63,126,2,1
Dr. Swati Desai,Orthopedics,9,04-10-2049,City Hospital,New Delhi,69,264,1.03,1
Dr. Ravi Kumar,Pediatrics,8,05-10-2049,Metro Hospital,Kolkata,36,272,1.62,1
Dr. Ravi Kumar,Pediatrics,11,06-10-2049,City Hospital,New Delhi,89,203,0.6,0
Dr. Rohit Verma,Cardiology,11,07-10-2049,Metro Hospital,Mumbai,71,94,1.05,1
Dr. Ravi Kumar,Dermatology,17,08-10-2049,City Hospital,Mumbai,72,401,0.66,0
Dr. Anil Mehra,Dermatology,9,09-10-2049,City Hospital,Chennai,44,70,0.58,0
Dr. Anil Mehra,Orthopedics,14,10-10-2049,Govt Health Center,New Delhi,67,130,1.38,1
Dr. Ravi Kumar,Cardiology,10,11-10-2049,Metro Hospital,Kolkata,70,102,1.7,1
Dr. Anil Mehra,Dermatology,14,12-10-2049,City Hospital,Kolkata,45,206,1.18,1
Dr. Ravi Kumar,Dermatology,14,13-10-2049,City Hospital,Kolkata,65,481,1.29,0
Dr. Rohit Verma,Orthopedics,8,14-10-2049,Metro Hospital,Kolkata,76,418,0.91,0
Dr. Anil Mehra,Cardiology,13,15-10-2049,City Hospital,Chennai,66,196,1.6,1
Dr. Anil Mehra,Dermatology,11,16-10-2049,Metro Hospital,New Delhi,50,231,1.04,1
Dr. Ravi Kumar,Pediatrics,15,17-10-2049,Metro Hospital,New Delhi,40,127,0.6,0
Dr. Anil Mehra,Pediatrics,15,18-10-2049,Metro Hospital,New Delhi,12,432,0.75,0
Dr. Swati Desai,Orthopedics,10,19-10-2049,City Hospital,New Delhi,47,168,0.69,0
Dr. Rohit Verma,Orthopedics,11,20-10-2049,City Hospital,Kolkata,62,408,1.15,0
Dr. Rohit Verma,Orthopedics,8,21-10-2049,Govt Health Center,Kolkata,61,392,0.6,0
Dr. Anil Mehra,Orthopedics,17,22-10-2049,Metro Hospital,Chennai,33,154,1.71,1
Dr. Anil Mehra,Dermatology,9,23-10-2049,City Hospital,Chennai,35,51,1.86,1
Dr. Swati Desai,Cardiology,14,24-10-2049,City Hospital,Kolkata,82,164,0.87,0
Dr. Swati Desai,Orthopedics,14,25-10-2049,Metro Hospital,Mumbai,46,81,1.23,1
Dr. Anil Mehra,Orthopedics,16,26-10-2049,Metro Hospital,New Delhi,57,407,1.28,0
Dr. Anil Mehra,Dermatology,17,27-10-2049,Metro Hospital,Chennai,76,111,1.98,1
Dr. Swati Desai,Orthopedics,16,28-10-2049,Govt Health Center,Kolkata,50,146,0.6,0
Dr. Ravi Kumar,Orthopedics,16,29-10-2049,Govt Health Center,New Delhi,58,427,1.5,0
Dr. Swati Desai,Cardiology,13,30-10-2049,Govt Health Center,New Delhi,37,184,1.02,1
Dr. Ravi Kumar,Pediatrics,15,31-10-2049,Metro Hospital,Kolkata,41,147,1.25,1
Dr. Rohit Verma,Orthopedics,16,01-11-2049,City Hospital,Mumbai,80,264,0.83,0
Dr. Rohit Verma,Dermatology,14,02-11-2049,Metro Hospital,Mumbai,80,133,0.74,0
Dr. Swati Desai,Cardiology,11,03-11-2049,City Hospital,Chennai,94,455,0.87,0
Dr. Ravi Kumar,Dermatology,11,04-11-2049,Govt Health Center,Kolkata,41,206,0.61,0
Dr. Swati Desai,Cardiology,13,05-11-2049,Govt Health Center,Chennai,47,156,0.92,0
Dr. Swati Desai,Cardiology,11,06-11-2049,Govt Health Center,Mumbai,29,406,1.54,0
Dr. Ravi Kumar,Orthopedics,14,07-11-2049,City Hospital,Chennai,17,180,1.48,1
Dr. Swati Desai,Orthopedics,15,08-11-2049,City Hospital,Chennai,77,71,1.33,1
Dr. Rohit Verma,Orthopedics,15,09-11-2049,Metro Hospital,Mumbai,35,133,0.5,0
Dr. Anil Mehra,Pediatrics,15,10-11-2049,Metro Hospital,New Delhi,88,138,0.69,0
Dr. Anil Mehra,Pediatrics,9,11-11-2049,Metro Hospital,New Delhi,79,275,1.76,1
Dr. Swati Desai,Dermatology,17,12-11-2049,Govt Health Center,Mumbai,57,155,0.91,0
Dr. Ravi Kumar,Orthopedics,9,13-11-2049,Metro Hospital,New Delhi,78,486,1.87,0
Dr. Ravi Kumar,Pediatrics,9,14-11-2049,Govt Health Center,Kolkata,55,398,1.81,0
Dr. Rohit Verma,Orthopedics,9,15-11-2049,City Hospital,New Delhi,67,490,0.73,0
Dr. Ravi Kumar,Pediatrics,11,16-11-2049,Govt Health Center,Mumbai,79,443,1.85,0
Dr. Ravi Kumar,Pediatrics,12,17-11-2049,Govt Health Center,Kolkata,76,408,1.44,0
Dr. Rohit Verma,Cardiology,11,18-11-2049,Govt Health Center,Chennai,38,150,1.45,1
Dr. Swati Desai,Orthopedics,12,19-11-2049,City Hospital,Mumbai,92,345,1.78,0
Dr. Anil Mehra,Orthopedics,11,20-11-2049,City Hospital,Mumbai,19,419,1.11,0
Dr. Rohit Verma,Pediatrics,14,21-11-2049,Metro Hospital,New Delhi,80,197,1.6,1
Dr. Swati Desai,Orthopedics,17,22-11-2049,Metro Hospital,Kolkata,74,430,1.5,0
Dr. Rohit Verma,Pediatrics,8,23-11-2049,Metro Hospital,Mumbai,74,279,1.66,1
Dr. Swati Desai,Orthopedics,8,24-11-2049,City Hospital,Kolkata,26,136,1.49,1
Dr. Rohit Verma,Cardiology,9,25-11-2049,City Hospital,Kolkata,31,60,0.62,0
Dr. Swati Desai,Orthopedics,8,26-11-2049,City Hospital,New Delhi,23,185,0.94,0
Dr. Rohit Verma,Cardiology,17,27-11-2049,City Hospital,Mumbai,15,142,1.91,1
Dr. Swati Desai,Dermatology,17,28-11-2049,City Hospital,Kolkata,39,341,0.84,0
Dr. Rohit Verma,Orthopedics,10,29-11-2049,Govt Health Center,Kolkata,56,202,1.21,1
Dr. Anil Mehra,Orthopedics,13,30-11-2049,Metro Hospital,Chennai,29,472,1.04,0
Dr. Anil Mehra,Orthopedics,17,01-12-2049,Govt Health Center,New Delhi,25,403,0.63,0
Dr. Ravi Kumar,Cardiology,13,02-12-2049,Metro Hospital,Mumbai,77,416,0.77,0
Dr. Swati Desai,Orthopedics,8,03-12-2049,Govt Health Center,Kolkata,43,145,0.93,0
Dr. Rohit Verma,Orthopedics,13,04-12-2049,City Hospital,New Delhi,10,111,1.19,1
Dr. Swati Desai,Pediatrics,12,05-12-2049,Metro Hospital,Mumbai,86,410,1.81,0
Dr. Anil Mehra,Dermatology,14,06-12-2049,Govt Health Center,Kolkata,57,454,1.27,0
Dr. Swati Desai,Cardiology,13,07-12-2049,Metro Hospital,Mumbai,17,452,1.48,0
Dr. Rohit Verma,Pediatrics,14,08-12-2049,City Hospital,Mumbai,31,458,1.14,0
Dr. Swati Desai,Cardiology,9,09-12-2049,City Hospital,New Delhi,77,136,1.81,1
Dr. Rohit Verma,Pediatrics,8,10-12-2049,Metro Hospital,New Delhi,43,260,1.49,1
Dr. Anil Mehra,Dermatology,14,11-12-2049,Metro Hospital,Chennai,69,438,0.64,0
Dr. Anil Mehra,Pediatrics,16,12-12-2049,City Hospital,Chennai,54,432,1.22,0
Dr. Anil Mehra,Cardiology,9,13-12-2049,City Hospital,Chennai,46,132,1.74,1
Dr. Ravi Kumar,Orthopedics,14,14-12-2049,City Hospital,Kolkata,32,276,1.6,1
Dr. Anil Mehra,Orthopedics,10,15-12-2049,Govt Health Center,Chennai,93,61,1.86,1
Dr. Swati Desai,Dermatology,13,16-12-2049,Metro Hospital,Mumbai,33,408,0.84,0
Dr. Ravi Kumar,Cardiology,10,17-12-2049,City Hospital,New Delhi,22,202,1.97,1
Dr. Anil Mehra,Cardiology,17,18-12-2049,Metro Hospital,Mumbai,78,54,0.93,0
Dr. Swati Desai,Cardiology,12,19-12-2049,Govt Health Center,New Delhi,89,125,0.58,0
Dr. Swati Desai,Dermatology,9,20-12-2049,Govt Health Center,New Delhi,69,460,1.24,0
Dr. Swati Desai,Orthopedics,15,21-12-2049,City Hospital,Mumbai,47,53,0.67,0
Dr. Rohit Verma,Pediatrics,15,22-12-2049,Metro Hospital,Mumbai,57,421,1.52,0
Dr. Ravi Kumar,Dermatology,14,23-12-2049,Govt Health Center,Kolkata,35,132,1.85,1
Dr. Swati Desai,Pediatrics,13,24-12-2049,Metro Hospital,New Delhi,95,478,1.88,0
Dr. Rohit Verma,Orthopedics,8,25-12-2049,Metro Hospital,Chennai,97,480,1.41,0
Dr. Anil Mehra,Dermatology,15,26-12-2049,City Hospital,Kolkata,86,411,1.3,0
Dr. Swati Desai,Orthopedics,8,27-12-2049,Govt Health Center,Chennai,94,461,1.99,0
Dr. Rohit Verma,Pediatrics,15,28-12-2049,Govt Health Center,Kolkata,10,84,1.37,1
Dr. Swati Desai,Cardiology,9,29-12-2049,Govt Health Center,New Delhi,13,291,1.89,1
Dr. Ravi Kumar,Cardiology,15,30-12-2049,Metro Hospital,Mumbai,76,193,1.87,1
Dr. Ravi Kumar,Pediatrics,17,31-12-2049,Govt Health Center,Mumbai,96,445,0.93,0
Dr. Anil Mehra,Cardiology,11,01-01-2050,Govt Health Center,New Delhi,89,129,0.52,0
Dr. Swati Desai,Pediatrics,14,02-01-2050,Metro Hospital,Mumbai,22,124,1.16,1
Dr. Rohit Verma,Dermatology,12,03-01-2050,Govt Health Center,New Delhi,48,348,1.79,0
Dr. Anil Mehra,Dermatology,15,04-01-2050,Govt Health Center,New Delhi,40,333,1.75,0
Dr. Swati Desai,Dermatology,13,05-01-2050,Metro Hospital,New Delhi,33,264,1.41,1
Dr. Anil Mehra,Cardiology,12,06-01-2050,Govt Health Center,Kolkata,88,295,0.73,0
Dr. Rohit Verma,Orthopedics,8,07-01-2050,City Hospital,Mumbai,14,287,0.66,0
Dr. Anil Mehra,Cardiology,10,08-01-2050,Metro Hospital,Kolkata,58,386,1.93,0
Dr. Anil Mehra,Cardiology,17,09-01-2050,Govt Health Center,Chennai,95,68,1.13,1
Dr. Anil Mehra,Orthopedics,16,10-01-2050,City Hospital,New Delhi,95,123,1.47,1
Dr. Swati Desai,Orthopedics,16,11-01-2050,Metro Hospital,Mumbai,20,428,1.86,0
Dr. Rohit Verma,Orthopedics,12,12-01-2050,Govt Health Center,Chennai,33,104,1.8,1
Dr. Ravi Kumar,Orthopedics,10,13-01-2050,Metro Hospital,New Delhi,54,132,1.35,1
Dr. Swati Desai,Cardiology,13,14-01-2050,City Hospital,Chennai,83,213,1.23,1
Dr. Ravi Kumar,Pediatrics,12,15-01-2050,Metro Hospital,Kolkata,43,367,1.6,0
Dr. Ravi Kumar,Dermatology,8,16-01-2050,Govt Health Center,Kolkata,20,412,1.02,0
Dr. Swati Desai,Pediatrics,9,17-01-2050,City Hospital,Mumbai,66,216,1.44,1
Dr. Swati Desai,Cardiology,12,18-01-2050,Metro Hospital,Chennai,38,165,0.53,0
Dr. Rohit Verma,Orthopedics,16,19-01-2050,Govt Health Center,Chennai,31,346,1.74,0
Dr. Rohit Verma,Dermatology,11,20-01-2050,Govt Health Center,Kolkata,42,237,2,1
Dr. Anil Mehra,Dermatology,16,21-01-2050,City Hospital,Kolkata,81,304,1.93,0
Dr. Ravi Kumar,Pediatrics,10,22-01-2050,City Hospital,Mumbai,58,391,1.04,0
Dr. Rohit Verma,Cardiology,8,23-01-2050,Metro Hospital,New Delhi,32,371,1.3,0
Dr. Anil Mehra,Cardiology,13,24-01-2050,Govt Health Center,Mumbai,78,492,0.85,0
Dr. Rohit Verma,Cardiology,17,25-01-2050,City Hospital,Kolkata,38,402,0.95,0
Dr. Swati Desai,Dermatology,14,26-01-2050,Govt Health Center,Mumbai,15,473,1.19,0
Dr. Rohit Verma,Pediatrics,11,27-01-2050,Metro Hospital,New Delhi,61,68,1.62,1
Dr. Ravi Kumar,Dermatology,17,28-01-2050,City Hospital,Kolkata,98,360,0.53,0
Dr. Rohit Verma,Dermatology,12,29-01-2050,Metro Hospital,New Delhi,98,417,1.09,0
Dr. Ravi Kumar,Orthopedics,11,30-01-2050,Metro Hospital,Mumbai,23,351,1.33,0
Dr. Swati Desai,Pediatrics,10,31-01-2050,City Hospital,New Delhi,26,53,0.82,0
Dr. Ravi Kumar,Orthopedics,8,01-02-2050,Metro Hospital,Kolkata,89,239,0.62,0
Dr. Rohit Verma,Cardiology,13,02-02-2050,Govt Health Center,Kolkata,37,330,1.31,0
Dr. Anil Mehra,Dermatology,17,03-02-2050,City Hospital,New Delhi,18,112,1.46,1
Dr. Swati Desai,Pediatrics,12,04-02-2050,Govt Health Center,Mumbai,75,416,1.46,0
Dr. Rohit Verma,Cardiology,8,05-02-2050,Metro Hospital,Mumbai,13,318,1.03,0
Dr. Swati Desai,Pediatrics,12,06-02-2050,City Hospital,Mumbai,29,303,0.86,0
Dr. Swati Desai,Dermatology,13,07-02-2050,Govt Health Center,Mumbai,50,164,0.83,0
Dr. Rohit Verma,Pediatrics,17,08-02-2050,Govt Health Center,Chennai,45,391,0.56,0
Dr. Rohit Verma,Cardiology,12,09-02-2050,Govt Health Center,Chennai,15,309,0.78,0
Dr. Anil Mehra,Orthopedics,8,10-02-2050,Govt Health Center,New Delhi,74,51,1.73,1
Dr. Swati Desai,Dermatology,12,11-02-2050,Govt Health Center,Chennai,59,116,0.5,0
Dr. Swati Desai,Orthopedics,17,12-02-2050,Metro Hospital,Chennai,73,415,0.57,0
Dr. Rohit Verma,Dermatology,8,13-02-2050,Metro Hospital,Chennai,12,335,0.69,0
Dr. Ravi Kumar,Cardiology,10,14-02-2050,Metro Hospital,New Delhi,46,181,1.13,1
Dr. Rohit Verma,Dermatology,9,15-02-2050,Metro Hospital,Chennai,12,97,1,0
Dr. Swati Desai,Orthopedics,8,16-02-2050,Metro Hospital,Mumbai,42,92,0.77,0
Dr. Rohit Verma,Dermatology,11,17-02-2050,Metro Hospital,Mumbai,68,142,0.67,0
Dr. Anil Mehra,Cardiology,9,18-02-2050,Metro Hospital,New Delhi,24,478,1.91,0
Dr. Ravi Kumar,Dermatology,12,19-02-2050,Govt Health Center,New Delhi,65,190,1.87,1
Dr. Rohit Verma,Orthopedics,17,20-02-2050,Metro Hospital,New Delhi,70,96,1.66,1
Dr. Anil Mehra,Cardiology,8,21-02-2050,Govt Health Center,Kolkata,77,280,0.88,0
Dr. Swati Desai,Orthopedics,17,22-02-2050,City Hospital,Chennai,88,273,0.99,0
Dr. Rohit Verma,Dermatology,8,23-02-2050,Metro Hospital,New Delhi,80,333,1.5,0
Dr. Swati Desai,Pediatrics,17,24-02-2050,Govt Health Center,New Delhi,77,86,0.94,0
Dr. Anil Mehra,Orthopedics,11,25-02-2050,City Hospital,New Delhi,71,77,1.3,1
Dr. Swati Desai,Dermatology,14,26-02-2050,City Hospital,Mumbai,76,460,1.48,0
Dr. Anil Mehra,Pediatrics,9,27-02-2050,Govt Health Center,New Delhi,32,207,1.28,1
Dr. Anil Mehra,Pediatrics,9,28-02-2050,Govt Health Center,Mumbai,23,439,1.12,0
Dr. Anil Mehra,Cardiology,8,01-03-2050,Govt Health Center,Mumbai,15,271,1.02,1
Dr. Rohit Verma,Pediatrics,12,02-03-2050,Metro Hospital,Kolkata,42,425,1.67,0
Dr. Swati Desai,Orthopedics,13,03-03-2050,City Hospital,New Delhi,18,58,1.61,1
Dr. Swati Desai,Orthopedics,13,04-03-2050,Metro Hospital,Kolkata,21,439,1.54,0
Dr. Ravi Kumar,Pediatrics,9,05-03-2050,Metro Hospital,New Delhi,60,462,1.06,0
Dr. Ravi Kumar,Dermatology,14,06-03-2050,Metro Hospital,Chennai,12,119,1.66,1
Dr. Ravi Kumar,Orthopedics,13,07-03-2050,City Hospital,New Delhi,65,391,1.94,0
Dr. Ravi Kumar,Orthopedics,15,08-03-2050,City Hospital,New Delhi,55,115,1.53,1
Dr. Swati Desai,Cardiology,13,09-03-2050,City Hospital,New Delhi,45,144,1.11,1
Dr. Anil Mehra,Dermatology,16,10-03-2050,Govt Health Center,New Delhi,22,230,1.69,1
Dr. Anil Mehra,Pediatrics,17,11-03-2050,Metro Hospital,New Delhi,22,119,1.41,1
Dr. Rohit Verma,Dermatology,9,12-03-2050,Govt Health Center,New Delhi,67,283,1.82,1
Dr. Anil Mehra,Cardiology,14,13-03-2050,Govt Health Center,Kolkata,94,310,1.57,0
Dr. Swati Desai,Cardiology,12,14-03-2050,Metro Hospital,Chennai,43,69,1.65,1
Dr. Swati Desai,Dermatology,8,15-03-2050,City Hospital,Kolkata,52,445,1.5,0
Dr. Swati Desai,Cardiology,10,16-03-2050,Metro Hospital,Chennai,37,407,0.64,0
Dr. Rohit Verma,Cardiology,11,17-03-2050,Govt Health Center,Kolkata,65,407,1.23,0
Dr. Ravi Kumar,Cardiology,9,18-03-2050,City Hospital,Kolkata,56,441,0.58,0
Dr. Anil Mehra,Dermatology,14,19-03-2050,City Hospital,New Delhi,44,425,1.17,0
Dr. Swati Desai,Cardiology,8,20-03-2050,Govt Health Center,Kolkata,87,235,1.57,1
Dr. Swati Desai,Pediatrics,10,21-03-2050,City Hospital,Chennai,91,354,1.13,0
Dr. Ravi Kumar,Pediatrics,16,22-03-2050,City Hospital,Mumbai,28,113,0.5,0
Dr. Swati Desai,Orthopedics,9,23-03-2050,Metro Hospital,Chennai,92,227,1.05,1
Dr. Anil Mehra,Pediatrics,12,24-03-2050,Metro Hospital,Kolkata,60,284,0.6,0
Dr. Rohit Verma,Orthopedics,11,25-03-2050,Govt Health Center,Mumbai,29,402,1.67,0
Dr. Swati Desai,Dermatology,10,26-03-2050,Govt Health Center,New Delhi,38,299,1.68,1
Dr. Anil Mehra,Cardiology,12,27-03-2050,Govt Health Center,Mumbai,81,344,1.71,0
Dr. Swati Desai,Pediatrics,13,28-03-2050,City Hospital,New Delhi,98,89,0.55,0
Dr. Ravi Kumar,Orthopedics,8,29-03-2050,Govt Health Center,Chennai,90,336,0.55,0
Dr. Swati Desai,Dermatology,9,30-03-2050,Metro Hospital,Mumbai,74,308,1.86,0
Dr. Swati Desai,Orthopedics,8,31-03-2050,City Hospital,Mumbai,47,289,0.69,0
Dr. Rohit Verma,Cardiology,10,01-04-2050,Govt Health Center,Mumbai,58,121,1.51,1
Dr. Ravi Kumar,Pediatrics,15,02-04-2050,City Hospital,New Delhi,37,79,1.69,1
Dr. Ravi Kumar,Dermatology,15,03-04-2050,City Hospital,New Delhi,42,400,1.17,0
Dr. Rohit Verma,Orthopedics,11,04-04-2050,City Hospital,Chennai,22,78,1.32,1
Dr. Swati Desai,Dermatology,13,05-04-2050,Govt Health Center,Chennai,97,361,0.84,0
Dr. Anil Mehra,Orthopedics,16,06-04-2050,City Hospital,Kolkata,53,499,1.89,0
Dr. Ravi Kumar,Orthopedics,14,07-04-2050,City Hospital,New Delhi,95,136,0.95,0
Dr. Ravi Kumar,Cardiology,9,08-04-2050,City Hospital,Chennai,61,157,0.83,0
Dr. Swati Desai,Cardiology,9,09-04-2050,Metro Hospital,Mumbai,86,368,1.29,0
Dr. Swati Desai,Orthopedics,10,10-04-2050,Govt Health Center,Mumbai,85,79,0.79,0
Dr. Ravi Kumar,Pediatrics,15,11-04-2050,Metro Hospital,Mumbai,50,358,1.53,0
Dr. Swati Desai,Dermatology,17,12-04-2050,City Hospital,Chennai,58,95,1.27,1
Dr. Anil Mehra,Dermatology,16,13-04-2050,City Hospital,Mumbai,16,408,0.72,0
Dr. Ravi Kumar,Cardiology,10,14-04-2050,Metro Hospital,Mumbai,45,186,0.6,0
Dr. Anil Mehra,Pediatrics,16,15-04-2050,City Hospital,New Delhi,35,312,0.71,0
Dr. Anil Mehra,Orthopedics,17,16-04-2050,Metro Hospital,New Delhi,36,112,0.7,0
Dr. Swati Desai,Cardiology,15,17-04-2050,City Hospital,Chennai,33,480,0.97,0
Dr. Anil Mehra,Orthopedics,12,18-04-2050,City Hospital,New Delhi,80,93,1.75,1
Dr. Swati Desai,Orthopedics,17,19-04-2050,City Hospital,Kolkata,90,300,0.59,0
Dr. Rohit Verma,Cardiology,10,20-04-2050,City Hospital,Chennai,42,482,0.69,0
Dr. Swati Desai,Pediatrics,14,21-04-2050,Govt Health Center,Kolkata,27,384,0.95,0
Dr. Anil Mehra,Dermatology,16,22-04-2050,Govt Health Center,Kolkata,14,256,1.33,1
Dr. Rohit Verma,Cardiology,13,23-04-2050,Govt Health Center,Chennai,10,495,1.64,0
Dr. Swati Desai,Pediatrics,10,24-04-2050,Metro Hospital,New Delhi,80,108,1.88,1
Dr. Anil Mehra,Orthopedics,12,25-04-2050,Metro Hospital,New Delhi,12,255,1.12,1
Dr. Ravi Kumar,Cardiology,14,26-04-2050,Metro Hospital,Chennai,45,380,0.66,0
Dr. Ravi Kumar,Dermatology,15,27-04-2050,Metro Hospital,Kolkata,44,133,0.82,0
Dr. Swati Desai,Dermatology,11,28-04-2050,Govt Health Center,Chennai,60,62,0.93,0
Dr. Swati Desai,Orthopedics,9,29-04-2050,Metro Hospital,Chennai,21,286,1.68,1
Dr. Ravi Kumar,Cardiology,17,30-04-2050,Metro Hospital,Mumbai,24,207,1.53,1
Dr. Anil Mehra,Dermatology,9,01-05-2050,Metro Hospital,Mumbai,13,153,0.81,0
Dr. Anil Mehra,Cardiology,10,02-05-2050,City Hospital,Kolkata,65,408,1.76,0
Dr. Anil Mehra,Dermatology,15,03-05-2050,Metro Hospital,New Delhi,25,389,1.79,0
Dr. Swati Desai,Orthopedics,8,04-05-2050,City Hospital,Mumbai,15,414,1.82,0
Dr. Rohit Verma,Orthopedics,14,05-05-2050,Metro Hospital,Mumbai,72,92,0.91,0
Dr. Rohit Verma,Cardiology,13,06-05-2050,Metro Hospital,Kolkata,32,228,0.7,0
Dr. Rohit Verma,Pediatrics,9,07-05-2050,City Hospital,Chennai,86,407,0.66,0
Dr. Rohit Verma,Pediatrics,16,08-05-2050,Metro Hospital,Mumbai,53,313,1.1,0
Dr. Rohit Verma,Orthopedics,12,09-05-2050,City Hospital,New Delhi,10,292,1.14,1
Dr. Swati Desai,Dermatology,9,10-05-2050,Metro Hospital,Kolkata,66,86,1.8,1
Dr. Swati Desai,Pediatrics,10,11-05-2050,Metro Hospital,Mumbai,85,411,0.9,0
Dr. Rohit Verma,Orthopedics,14,12-05-2050,City Hospital,Kolkata,36,402,1.44,0
Dr. Swati Desai,Dermatology,14,13-05-2050,Govt Health Center,Mumbai,34,395,1.68,0
Dr. Swati Desai,Dermatology,17,14-05-2050,City Hospital,Mumbai,95,413,0.9,0
Dr. Rohit Verma,Pediatrics,8,15-05-2050,Govt Health Center,Kolkata,71,299,0.9,0
Dr. Anil Mehra,Orthopedics,17,16-05-2050,City Hospital,New Delhi,27,169,1.5,1
Dr. Swati Desai,Dermatology,11,17-05-2050,Govt Health Center,New Delhi,89,241,1.59,1
Dr. Anil Mehra,Dermatology,13,18-05-2050,Metro Hospital,Chennai,39,344,1.94,0
Dr. Swati Desai,Cardiology,15,19-05-2050,Govt Health Center,Mumbai,39,441,1.77,0
Dr. Swati Desai,Cardiology,10,20-05-2050,Metro Hospital,Chennai,93,111,1.73,1
Dr. Rohit Verma,Pediatrics,10,21-05-2050,City Hospital,Kolkata,56,259,1.54,1
Dr. Swati Desai,Cardiology,15,22-05-2050,Govt Health Center,Chennai,31,344,0.68,0
